Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MME_M_R
1383,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1384,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1385,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1386,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1387,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1388,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1389,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1390,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1391,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1392,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1393,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
1394,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
1395,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
1396,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1397,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
1398,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
1399,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
1400,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
1401,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
1402,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1403,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
1404,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1405,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1406,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1407,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1408,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1409,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1410,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1411,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1412,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1413,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1414,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1415,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
1416,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1417,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1418,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1419,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
1420,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1421,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1422,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1423,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1424,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1425,Forest,Bareland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1426,Forest,Bareland,Wetland,NULL,Wetland,NULL,Water,NULL
1427,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1428,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
1429,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
1430,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
1431,Forest,Bareland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1432,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1433,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1434,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1435,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1436,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1437,Forest,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1438,Forest,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
1439,Forest,Bareland,Water,NULL,Water,Wetland,Water,NULL
1440,Forest,Bareland,Water,NULL,Water,Water,Water,NULL
1441,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1442,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1443,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1444,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1445,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
1446,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1447,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1448,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1449,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1450,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1451,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1452,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1453,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1454,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1455,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1456,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1457,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1458,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1459,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1460,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1461,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1462,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1463,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1464,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1465,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1466,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1467,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,NULL
1468,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1469,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1470,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1471,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
1487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1489,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1490,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1491,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1492,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1493,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
1494,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
1495,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
1496,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1497,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1498,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1499,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
1500,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1501,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1502,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1503,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
1504,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,NULL
1505,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1506,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1507,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1508,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
1509,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
1510,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
1511,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
1512,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1513,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1514,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
1515,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1516,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1517,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
1518,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
1519,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1520,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1521,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1522,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1523,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1524,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1525,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1526,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1527,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1528,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1529,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1530,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1531,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1532,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,NULL
1533,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1534,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1535,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1536,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1537,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1538,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1539,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1540,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1541,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1542,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1543,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1544,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1545,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1546,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1547,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1548,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1549,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1550,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1551,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1552,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1553,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1554,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1555,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1556,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,NULL
1557,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1558,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1559,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1560,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
1561,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1562,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1563,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1564,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1565,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1566,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1567,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1568,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1569,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1570,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1571,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1572,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1573,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
1574,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1575,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
1576,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1577,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1578,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1579,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1580,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1581,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1582,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1583,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1584,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1585,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1586,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1587,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1588,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1589,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1590,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1591,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1592,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1593,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1594,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1595,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1596,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1597,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1598,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1599,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
1600,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1601,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1602,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
1603,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1604,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1605,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1606,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1607,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
1608,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1609,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1610,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1611,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1612,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
1613,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1614,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1615,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
1616,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1617,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1618,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1619,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1620,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1621,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1622,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1623,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1624,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1625,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1626,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1627,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1628,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1629,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1630,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1631,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1632,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1633,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1634,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1635,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1636,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1637,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1638,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1639,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1640,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1641,Forest,Water,Water,NULL,Water,Grassland,Wetland,NULL
1642,Forest,Water,Water,NULL,Water,Grassland,Water,NULL
1643,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1644,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1645,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
1646,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1647,Forest,Water,Water,NULL,Water,Water,Water,NULL
1648,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1649,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1650,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1651,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1652,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1653,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1654,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1655,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1656,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1657,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1658,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1659,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1660,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1661,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1662,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1663,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1664,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1666,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1667,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1668,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1669,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1670,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1671,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1672,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1673,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1674,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1678,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1679,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1680,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1687,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1688,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1689,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1690,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1691,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1692,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1693,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1694,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1695,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1696,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1697,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1698,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1699,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1717,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1718,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
