Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDA_M_R
2130,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2131,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2132,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2133,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2134,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2135,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2139,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2146,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2147,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
2148,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2149,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2150,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2151,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2152,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2153,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2154,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2155,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2156,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2157,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2158,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2159,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2160,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2161,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2162,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2163,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2164,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2166,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2167,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2168,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2169,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2170,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2171,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2172,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2173,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2174,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2175,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2176,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2177,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2179,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2180,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2181,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2182,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2183,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2184,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2185,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2186,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2187,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2189,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2190,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2191,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2192,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2193,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2194,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2195,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2196,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2197,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2198,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2199,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2200,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2201,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2202,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2203,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2204,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2205,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2206,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2207,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2208,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2209,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2210,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2211,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2212,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2213,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2214,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2215,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2216,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2217,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2218,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2219,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2220,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2221,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2222,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2223,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2224,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2225,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2226,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2227,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2228,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
2229,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2230,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2231,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2232,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2233,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2234,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2235,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2236,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2237,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2238,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
2239,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2240,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2241,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2242,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2243,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2244,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2245,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2246,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2247,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
2248,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
2249,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
2250,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2251,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2252,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
2253,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
2254,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2256,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2257,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2258,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2259,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2260,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2261,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2262,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2263,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2264,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2265,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2269,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2270,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2271,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2272,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2273,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2274,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2275,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2276,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2277,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2278,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2279,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2280,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2281,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2282,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2283,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2284,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2285,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2286,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2287,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2288,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2289,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2290,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2291,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2292,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2293,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2294,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2295,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2296,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2297,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2298,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2299,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2300,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2301,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2302,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2303,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2304,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2305,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2306,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
2307,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2308,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2309,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2310,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2311,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2312,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2313,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2314,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2315,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2316,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2317,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2318,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2319,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2320,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2321,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2322,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2323,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2324,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2325,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2326,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2327,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2328,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2329,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2330,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2331,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2332,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2333,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2334,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2335,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2336,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2337,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2338,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2339,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2340,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2341,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2342,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2343,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
2344,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2345,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2346,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2347,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2348,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
2349,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2350,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2351,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2352,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2353,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2354,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2355,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2356,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2357,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2358,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2359,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2360,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2361,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2362,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2363,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2364,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2365,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
2366,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2367,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2368,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2369,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2370,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
2371,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2372,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2373,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2374,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
2375,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2376,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2377,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2378,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2379,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2380,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2381,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2382,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2383,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2384,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2385,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2386,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2387,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2388,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2389,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2390,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2391,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2392,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2393,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2394,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2395,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2396,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2397,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2398,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2399,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2400,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2401,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2402,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2403,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2404,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2405,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2406,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
2407,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2408,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2409,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2410,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2411,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2412,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2413,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2414,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2415,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2416,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2417,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2418,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2419,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2420,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2421,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2422,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2423,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2424,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2425,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2426,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2427,Forest,Forest,Water,NULL,Water,Water,NULL,Water
2428,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2429,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2430,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2431,Forest,Forest,Water,NULL,Water,Water,Water,Water
2432,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2433,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2434,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2435,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
2436,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2437,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2438,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2439,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2440,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2441,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2442,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2443,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2444,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2445,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2446,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2447,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2448,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
2449,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2450,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2451,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2452,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2453,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2454,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
2455,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2456,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2457,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
2458,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2459,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2460,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2461,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2462,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2463,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2464,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2465,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2466,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2467,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2468,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2469,Forest,Forest,Water,Water,Water,Water,Water,Water
2470,Forest,Forest,Water,Water,Water,Water,Water,Forest
2471,Forest,Forest,Water,Water,Water,Water,Forest,Water
2472,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2473,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
2474,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2475,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2476,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2477,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2479,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2480,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2481,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2482,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
