Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGV_M_R
1719,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1720,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1721,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1722,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1726,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1727,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1728,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
1729,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1730,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1731,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1732,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1733,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1734,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
1735,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1736,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1737,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
1738,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1739,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1740,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1741,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,NULL
1742,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1743,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1744,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1745,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1746,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1747,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1748,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1749,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1750,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1751,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1752,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1753,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1754,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,NULL
1755,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1756,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1757,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1758,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1759,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,NULL
1760,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1761,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1762,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
1763,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,NULL
1764,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
1765,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1766,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
1767,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
1768,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
1769,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,NULL
1770,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1771,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,NULL
1772,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,NULL
1773,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
1774,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1775,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1776,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
1777,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1778,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1779,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1780,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1781,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1782,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1783,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1784,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1785,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1786,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1787,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1788,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1789,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1790,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1791,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
1792,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1793,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1794,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
1795,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
1796,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,NULL
1797,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1798,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1799,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1800,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1801,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1802,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1803,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
1804,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Built-up,NULL
1805,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1806,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1807,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1808,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1809,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1810,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1811,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1812,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1813,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1814,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1815,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1816,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1817,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1818,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1819,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1820,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1821,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1822,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1823,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1824,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1825,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1826,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1827,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1828,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1829,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1830,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1831,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1832,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1833,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
1834,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1835,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
1836,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1837,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
1838,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1839,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
1840,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
1841,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,NULL
1842,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1843,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
1844,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
1845,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
1846,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1847,Forest,Forest,Water,NULL,Water,Wetland,Bareland,NULL
1848,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
1849,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
1850,Forest,Forest,Water,NULL,Water,Bareland,Grassland,NULL
1851,Forest,Forest,Water,NULL,Water,Bareland,Wetland,NULL
1852,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
1853,Forest,Forest,Water,NULL,Water,Bareland,Forest,NULL
1854,Forest,Forest,Water,NULL,Water,Built-up,Forest,NULL
1855,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
1856,Forest,Forest,Water,NULL,Water,Water,Water,NULL
1857,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
1858,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
1859,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
1860,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
1861,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1862,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1863,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1864,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1865,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1868,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1869,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1870,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1871,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1872,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1873,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1874,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1875,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1876,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1877,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1878,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1879,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1880,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1881,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1882,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1883,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1884,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1885,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1886,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1887,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1888,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1889,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1890,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1891,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1892,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1893,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1894,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1895,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1896,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1897,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
1898,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
1899,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
